,hotel_name,hotel_url,hotel_describe,hotel_ranking,hotel_city,hotel_lat,hotel_lon
184,Pêche de Vigne & Spa,https://www.booking.com/hotel/fr/peche-de-vigne.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=score&nflt=ht_id%3D204%3Bdistance%3D3000%3Bdistance%3D5000&srpvid=ab2c4ee8cd26019b&srepoch=1641122001&from=searchresults#hotelTmpl,"Le Pêche de Vigne & Spa est un hôtel situé à Rodern, à 49 km de Strasbourg. ",8.9,Château du Haut Koenigsbourg,48.22489193,7.3539548
185,Hotel Restaurant A la Vignette,https://www.booking.com/hotel/fr/a-la-vignette.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=score&nflt=ht_id%3D204%3Bdistance%3D3000%3Bdistance%3D5000&srpvid=ab2c4ee8cd26019b&srepoch=1641122001&from=searchresults#hotelTmpl,"Installé dans une maison à colombages au cœur de la Route des Vins d'Alsace, l'Hotel Restaurant A la Vignette se situe au pied du château du Haut-Kœnigsbourg. ",9.0,Château du Haut Koenigsbourg,48.23310978,7.36780018
186,Au Fief du Château,https://www.booking.com/hotel/fr/au-fief-du-chateau.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=score&nflt=ht_id%3D204%3Bdistance%3D3000%3Bdistance%3D5000&srpvid=ab2c4ee8cd26019b&srepoch=1641122001&from=searchresults#hotelTmpl,"Situé à Orschwiller, l'établissement Au Fief du Château propose une terrasse, un bar et un restaurant sur place. Cet hôtel 2 étoiles propose une connexion Wi-Fi gratuite. ",9.0,Château du Haut Koenigsbourg,48.24136841,7.38227454
187,Auberge Le Meisenberg,https://www.booking.com/hotel/fr/auberge-le-meisenberg.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=score&nflt=ht_id%3D204%3Bdistance%3D3000%3Bdistance%3D5000&srpvid=ab2c4ee8cd26019b&srepoch=1641122001&from=searchresults#hotelTmpl,"Située à Châtenois, l'Auberge Le Meisenberg possède un restaurant et dispose d'une connexion Wi-Fi gratuite. ",9.1,Château du Haut Koenigsbourg,48.27175703,7.39950542
188,Hôtel du Haut Koenigsbourg - le hk romantique au naturel,https://www.booking.com/hotel/fr/le-haut-koenigsbourg.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=score&nflt=ht_id%3D204%3Bdistance%3D3000%3Bdistance%3D5000&srpvid=ab2c4ee8cd26019b&srepoch=1641122001&from=searchresults#hotelTmpl,L’Hôtel du Haut Koenigsbourg - le hk romantique au naturel propose des hébergements avec salle de bains privative dans le parc régional des Ballons des Vosges. ,9.2,Château du Haut Koenigsbourg,48.23164092,7.30222034
189,Mercure Strasbourg Centre Petite France,https://www.booking.com/hotel/fr/strasbourg-centre-petite-france.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Le Mercure Strasbourg Centre Petite France est situé au cœur de Strasbourg, à proximité de la gare centrale et du quartier pittoresque de Petite France. ",8.4,Strasbourg,48.58361365,7.73788601
190,Hôtel Vendôme,https://www.booking.com/hotel/fr/ha-tel-venda-me.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Situé en face de la gare de Strasbourg, l'Hôtel Vendôme vous accueille dans un hôtel 3 étoiles. Il propose un bar-salon ouvert 24h/24 et des chambres avec connexion Wi-Fi gratuite. ",8.4,Strasbourg,48.5841699,7.73643762
191,Sofitel Strasbourg Grande Ile,https://www.booking.com/hotel/fr/sofitel-strasbourg.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Situé sur la Grande Île, le centre historique de Strasbourg, l'établissement luxueux Sofitel Strasbourg Grande Île propose des chambres dotées de lits Sofitel MyBed, d'une télévision à écran plat et...",8.3,Strasbourg,48.58518658,7.7462773
192,Citadines Kléber Strasbourg,https://www.booking.com/hotel/fr/citadines-aparthotel-strasbourg.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Situé à côté de la place Kléber, ce Citadines Apart'hotel se trouve à seulement 10 minutes de marche de la gare SNCF de Strasbourg. ",8.4,Strasbourg,48.58384564,7.74342477
193,Hôtel Graffalgar,https://www.booking.com/hotel/fr/graffalgar.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,L'Hôtel Graffalgar vous accueille à 200 mètres de la gare de Strasbourg et à 5 minutes à pied du quartier de La Petite France. Le marché de Noël est à 1 km. ,8.5,Strasbourg,48.58337152,7.73565844
194,Hôtel Du Dragon,https://www.booking.com/hotel/fr/du-dragon.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Situé à Strasbourg, l'Hôtel Du Dragon occupe un bâtiment du XVIIe siècle entouré d'un paisible jardin avec terrasse. ",8.4,Strasbourg,48.57802945,7.74651602
195,"Maison Rouge Strasbourg Hotel & Spa, Autograph Collection",https://www.booking.com/hotel/fr/maisonrouge.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Situé dans la zone piétonne près de la place Kléber, l’établissement historique Maison Rouge est agrémenté de vitraux d’époque. Ses logements sont décorés dans un style personnalisé. ",8.7,Strasbourg,48.58237114,7.74588235
196,Hotel Rohan,https://www.booking.com/hotel/fr/hotel-de-rohan.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"L'Hôtel De Rohan est situé dans le centre historique de Strasbourg, à seulement 150 mètres de la cathédrale et du palais Rohan. L'hôtel dispose de 2 terrasses meublées. ",8.7,Strasbourg,48.58094495,7.7504307
197,Hotel D - Strasbourg,https://www.booking.com/hotel/fr/d-strasbourg.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"L'Hotel D - Strasbourg est situé à Strasbourg, à 500 mètres du marché de Noël et à 13 minutes à pied de la cathédrale. Il propose un sauna et une salle de sport. ",8.6,Strasbourg,48.5880105,7.74749973
198,Hotel Beaucour,https://www.booking.com/hotel/fr/beaucour.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Construit autour d'une cour fleurie et doté d'un salon commun orné d'une cheminée, l'hôtel Beaucour propose des hébergements dans le centre de Strasbourg, à seulement 400 mètres de la cathédrale de la...",8.6,Strasbourg,48.57866119,7.751403
199,Hotel Suisse,https://www.booking.com/hotel/fr/suisse-strasbourg.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Situé dans un quartier central, l’Hotel Suisse vous accueille derrière la cathédrale de Strasbourg. Cet établissement à la gestion familiale propose une connexion Wi-Fi gratuite et une terrasse en...",8.8,Strasbourg,48.58149369,7.75279775
200,Hôtel Gutenberg,https://www.booking.com/hotel/fr/gutenberg.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Idéalement situé dans le centre-ville de Strasbourg, en face de la cathédrale et à côté du quartier historique de la Petite-France, l'Hotel Gutenberg dispose d'une connexion Wi-Fi gratuite. ",8.7,Strasbourg,48.58106251,7.74778068
201,Hôtel De L'Ill,https://www.booking.com/hotel/fr/de-l-ill.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"L'Hôtel De L'ill vous accueille à Strasbourg,dans une rue à sens unique, à mi-chemin entre la cathédrale et l'université. Il vous propose une grande terrasse et des hébergements modernes. ",8.8,Strasbourg,48.58068766,7.7550716
202,Best Western Plus Monopole Métropole,https://www.booking.com/hotel/fr/monopolemetropole.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Le Best Western Monopole Métropole est situé à seulement 400 mètres de la gare de Strasbourg, près du quartier de la Petite France. ",8.7,Strasbourg,48.58501891,7.73882546
203,Hotel & Spa REGENT PETITE FRANCE,https://www.booking.com/hotel/fr/regentpetitefrance.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Installé dans le centre-ville de Strasbourg, au cœur du quartier de la Petite France, l’Hotel & Spa REGENT PETITE FRANCE occupe un ancien moulin du XVIIe siècle et propose un restaurant sur place...",8.9,Strasbourg,48.58080122,7.74173364
204,HANNONG Hotel & Wine Bar,https://www.booking.com/hotel/fr/tihannong.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"L'Hôtel Hannong est situé au cœur de Strasbourg, à seulement 5 minutes de marche de la gare TGV, de la cathédrale et du quartier de la Petite France. ",8.8,Strasbourg,48.58279611,7.74312839
205,"Régent Contades, BW Premier Collection",https://www.booking.com/hotel/fr/hotel-regent-contades.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Le Best Western Premier Collection Hotel Regent Contades vous accueille dans le centre-ville de Strasbourg, au bord de la rivière Ill et à 10 minutes à pied de la cathédrale. ",8.9,Strasbourg,48.58573972,7.75831036
206,MAISON LUTETIA R (ex Hotel Royal Lutetia),https://www.booking.com/hotel/fr/royal-lutetia.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Situé à quelques minutes du centre historique de Strasbourg, à mi-chemin entre le Parlement européen et la gare centrale, cet hôtel vous accueille dans un cadre chaleureux et convivial. ",9.0,Strasbourg,48.58999293,7.75154248
207,BOMA easy living hotel,https://www.booking.com/hotel/fr/boma-strasbourg.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Le BOMA easy living hotel est situé à Strasbourg, à 300 mètres de la Petite France. Vous y bénéficierez d'un bistrot sur place et d’une connexion Wi-Fi gratuite. ",8.9,Strasbourg,48.5828931,7.7420407
208,Hotel Arok,https://www.booking.com/hotel/fr/arok-strasbourg.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Situé à Strasbourg, l'Hotel Arok, un établissement réservé aux adultes, dispose d’un bar et d’un salon commun. ",9.0,Strasbourg,48.584163,7.735927
209,Hotel Les Haras,https://www.booking.com/hotel/fr/ha-tel-les-haras.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"Situé dans un bâtiment historique du XVIIIe siècle, l’Hotel Les Haras se trouve à Strasbourg, à seulement 200 mètres du centre-ville. ",9.1,Strasbourg,48.57704319,7.7425269
210,Pavillon REGENT PETITE FRANCE,https://www.booking.com/hotel/fr/pavillon-regent-petite-france.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,Le Pavillon Régent Petite France est situé dans le cœur de Strasbourg. Vous bénéficierez gratuitement d'une connexion Wi-Fi. Les ponts couverts se trouvent à 3 minutes à pied. ,9.0,Strasbourg,48.58159136,7.74154821
211,Hôtel & Spa Le Bouclier D'or,https://www.booking.com/hotel/fr/le-bouclier-d-or.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1471697&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=fc9b4ee88b9b0119&srepoch=1641122001&from=searchresults#hotelTmpl,"L'Hôtel & Spa Le Bouclier d'Or se situe dans le quartier historique de la Petite France, dans un bâtiment du XVIème siècle, à 5 minutes à pied de la cathédrale Notre-Dame de Strasbourg. ",9.2,Strasbourg,48.58052973,7.74373323
